Date,Year,Month,Day,Weekday,Week_Number,Year_Week,Open,High,Low,Close,Volume,Return,Short_MA,Long_MA
,,,,,,,META,META,META,META,META,,,
2024-09-11,2024,9,11,Wednesday,36,2024-36,503.63,509.7,492.3,508.42,10782500,0.013946425287063802,512.2385714285714,501.52119999999996
2024-09-12,2024,9,12,Thursday,36,2024-36,513.6,523.2,511.78,522.1,11970500,0.026903486480128747,511.79,501.8412
2024-09-13,2024,9,13,Friday,36,2024-36,516.87,524.06,513.66,521.12,10321400,-0.0018646227751221156,511.55,502.13239999999996
2024-09-16,2024,9,16,Monday,37,2024-37,521.54,531.04,514.44,530.23,9527600,0.01747704015631646,512.4485714285714,502.0108
2024-09-17,2024,9,17,Tuesday,37,2024-37,534.52,539.0,527.53,533.25,11690800,0.005700519115364067,513.7064285714285,502.16
2024-09-18,2024,9,18,Wednesday,37,2024-37,534.0,541.09,530.85,534.87,10323500,0.003039098635759352,515.245,502.328
2024-09-19,2024,9,19,Thursday,37,2024-37,546.85,558.85,543.39,555.9,15647000,0.0393160015350289,518.1835714285714,502.8236
2024-09-20,2024,9,20,Friday,37,2024-37,556.8,561.27,553.12,558.14,22066800,0.004024201865349131,521.0628571428572,503.80080000000004
2024-09-23,2024,9,23,Monday,38,2024-38,566.24,570.7,559.19,561.18,12830700,0.005451337382013088,524.8364285714285,505.1136
2024-09-24,2024,9,24,Tuesday,38,2024-38,563.44,564.5,551.02,560.11,12993000,-0.001913448356308356,528.4642857142857,506.4588
2024-09-25,2024,9,25,Wednesday,38,2024-38,560.82,573.58,560.5,565.06,16543400,0.008840116633223705,532.1535714285714,508.0296000000001
2024-09-26,2024,9,26,Thursday,38,2024-38,572.44,574.1,559.13,564.59,14400800,-0.0008267510455365334,536.9864285714286,510.1432000000001
2024-09-27,2024,9,27,Friday,38,2024-38,566.84,567.57,561.28,564.11,9398400,-0.000845596756506195,541.4642857142857,511.97180000000003
2024-09-30,2024,9,30,Monday,39,2024-39,564.45,571.39,561.57,569.17,12792300,0.008953902915352474,546.3035714285714,513.883
2024-10-01,2024,10,1,Tuesday,39,2024-39,574.67,579.7,566.84,573.17,15259300,0.0070398444817196815,550.9285714285714,515.6633999999999
2024-10-02,2024,10,2,Wednesday,39,2024-39,571.57,572.71,566.08,569.53,6524700,-0.006348836857648976,554.3164285714286,517.3454
2024-10-03,2024,10,3,Thursday,39,2024-39,566.89,580.02,565.48,579.44,11581000,0.01738794862372428,558.4821428571429,519.7704
2024-10-04,2024,10,4,Friday,39,2024-39,580.39,593.44,578.1,592.53,14169500,0.02259897420167345,562.9321428571428,522.6132
2024-10-07,2024,10,7,Monday,40,2024-40,594.8,599.5,580.7,581.43,12014200,-0.018726565140372964,566.3735714285714,524.99
2024-10-08,2024,10,8,Tuesday,40,2024-40,586.32,590.16,582.62,589.5,7857400,0.013868341817103058,570.2757142857142,527.5279999999999
2024-10-09,2024,10,9,Wednesday,40,2024-40,590.59,590.99,578.28,587.13,9529700,-0.00401414652742671,572.5064285714286,530.0686000000001
2024-10-10,2024,10,10,Thursday,40,2024-40,584.21,586.85,579.19,580.49,7740400,-0.01131235360575289,574.1028571428571,532.2452000000001
2024-10-11,2024,10,11,Friday,40,2024-40,581.48,587.83,579.38,586.58,8587100,0.010482662149112976,575.9171428571428,534.0884
2024-10-14,2024,10,14,Monday,41,2024-41,590.82,596.67,586.59,587.04,8252000,0.0007965287785691721,577.8407142857143,536.1314
2024-10-15,2024,10,15,Tuesday,41,2024-41,586.78,587.23,576.82,582.92,9564200,-0.007028931374735481,579.1164285714286,538.3386
2024-10-16,2024,10,16,Wednesday,41,2024-41,578.07,578.75,570.75,573.49,11268400,-0.01617004345322237,579.7521428571429,539.9924
2024-10-17,2024,10,17,Thursday,41,2024-41,579.99,581.62,571.91,573.63,8701200,0.00024276112092835866,580.4321428571428,541.7518
2024-10-18,2024,10,18,Friday,41,2024-41,577.78,580.63,571.96,573.17,7694300,-0.0007974804936483615,580.7178571428572,543.0906
2024-10-21,2024,10,21,Monday,42,2024-42,572.73,573.94,565.85,571.87,8171900,-0.002272317299363835,580.625,544.2416
2024-10-22,2024,10,22,Tuesday,42,2024-42,571.0,580.19,568.85,578.68,8544500,0.01190990141965731,581.2785714285715,545.565
2024-10-23,2024,10,23,Wednesday,42,2024-42,576.65,581.65,559.28,560.47,14248400,-0.03147734362186683,579.9235714285713,546.274
